iteration,error,currentInitImpulse
662,185984.6183013916,3067.67433066969 706.2455329842928 0.45329731021306063
663,213678.22012329102,3071.956686114026 707.5499916024569 0.45322101626774813
664,270168.2814025879,3077.405728570081 709.050510401285 0.45293109927556063
665,226973.4019317627,3082.0214427790656 710.1462745614413 0.45283954654118563
666,154205.6907196045,3085.1616473444956 710.874958033121 0.45232074771306063
667,157440.48248291016,3088.3373133357068 711.7463722176913 0.4502989581622794
668,141648.7521057129,3091.0756700617812 713.0501747079256 0.44994037661931063
669,257814.1653289795,3096.3217477351213 714.2810554452303 0.44987934146306063
670,244507.52363586426,3101.3884430842427 715.0519676156405 0.4491240314044669
671,206192.95710754395,3105.689917791274 715.5770988412264 0.44908588443181063
672,201294.23919677734,3109.8429778864893 716.2896232552889 0.4491240314044669
673,209729.41246032715,3114.117398760513 717.2634849496249 0.44905536685368563
674,186218.46644592285,3117.7032438899078 719.0370216317538 0.44885700259587313
675,145016.6245880127,3120.6012304377596 719.9588813729647 0.4482542804279044
676,197696.75253295898,3124.5633878230137 721.1677818246249 0.4481779864825919
677,157787.0675048828,3127.7425938532874 722.0584144540194 0.4481474689044669
678,208838.20346069336,3131.884461626725 723.5230827279452 0.44813983950993563
679,311224.56840515137,3138.195762993913 725.1042671151522 0.44813983950993563
680,158478.36993408203,3141.5213084406905 725.4246253915194 0.4481016925372794
681,274233.54080200195,3147.18968073073 726.3516349740389 0.4318968585529044
682,372669.4005279541,3154.904348186785 727.5599250741366 0.43011920962712313
683,230029.78509521484,3159.567624041277 728.7349281258944 0.43004291568181063
684,240498.32444763184,3164.5739098445 729.3952827401522 0.4322783282794669
685,169893.48663330078,3167.8967544856137 730.7923164315584 0.41975849185368563
686,168258.07421875,3171.413072942645 731.1933784432772 0.41957538638493563
687,200030.27728271484,3175.461366192157 732.245937342203 0.41940753970524813
688,385387.74674987793,3183.380051287372 733.7549171395663 0.4192320636310294
689,130123.45349121094,3185.918746758564 734.8506431527499 0.41917865786931063
690,330374.4492492676,3192.7515325007516 735.9510993905428 0.4174010089435294
691,290501.80923461914,3198.6879330500683 737.2291297860506 0.4173704913654044
692,201904.16552734375,3202.679623821553 738.702495569742 0.4169737628497794
693,172600.6018371582,3206.1512340266313 739.7042732186678 0.4136168292560294
694,250837.90188598633,3211.260745537862 740.8787422128084 0.41356342349431063
695,368244.087020874,3218.8681971125693 742.1441688485506 0.41357868228337313
696,315875.34034729004,3225.3133790949914 743.574909204996 1.0135771564044669
697,94863.04612731934,3227.191948833761 744.2536582894686 1.0135618976154044
698,305541.04679870605,3233.376472552023 745.8576011605624 1.0133711627521231
699,184147.29429626465,3237.0599357844453 747.0142326302889 1.0123869708575919
700,176386.31791687012,3240.623693816672 747.9692726083163 1.0122877887286856
701,141811.32958984375,3243.5363516902075 748.5294303841952 1.0122496417560294
702,202768.82720947266,3247.6123320124734 749.7167320199374 1.0120817950763419
703,355478.64933776855,3255.0003545710674 750.7440681405428 1.0072752765216544
704,289272.766494751,3260.8287915583724 752.3803520150545 1.0072523883380606
705,224500.2296142578,3265.449419097435 753.2250251717928 1.0067412189044669
706,199080.0164489746,3269.4751293391346 754.2872352548006 1.0063063434161856
707,186973.74449157715,3273.158829082787 755.7074012704256 1.0063368609943106
708,176796.18968200684,3276.841742998803 756.1819343514803 1.0063368609943106
709,190607.3020324707,3280.804899834741 756.7265052743319 1.0062758258380606
710,223404.60314941406,3285.270330230249 758.1435584969881 1.0063139728107169
711,187993.1819152832,3289.021176275171 759.3689231820467 1.0035445025958731
712,192982.12480163574,3292.8494072688236 760.7201271005038 1.0034987262286856
713,289599.0625,3298.687571734156 762.3451194711092 0.9982649615802481
714,280230.06411743164,3304.265161858668 764.2270774789217 0.9983031085529044
715,307156.1089782715,3310.59324026443 765.3572578378084 0.9981886676349356
716,290129.7222290039,3316.4736181697035 766.8472328133944 0.9960753253497794
717,196753.38471984863,3320.5688703425553 767.3890113778475 0.9960219195880606
718,204641.59008789062,3324.7528218562275 768.2827796883944 0.9959456256427481
719,165276.31216430664,3328.070066521755 769.2729377694491 0.9945189288654044
720,283918.5519256592,3333.9367267756616 770.2439384408358 0.9943434527911856
721,223430.97369384766,3338.502605779568 771.2306785531405 0.9941527179279044
722,215164.12602233887,3343.0139651301542 771.6807365365389 0.9930769732989981
723,136601.5753479004,3345.7008921076936 772.7359962411288 0.9930388263263419
724,318659.0460662842,3352.1478669978305 774.425022120035 0.8250624469318106
725,381400.0851135254,3360.1290215754675 775.292926783121 0.8250471881427481
726,263368.7540435791,3365.562736577909 776.2289466805819 0.8251311114825919
727,318406.6309967041,3372.279799663847 776.718967432535 0.8247038653888419
728,380982.0506744385,3380.1861861750776 777.8739128060702 0.8244673541583731
729,116070.50465393066,3382.39780187332 779.0836372323397 0.8245131305255606
730,260124.3118133545,3387.7976805110156 779.8631706185702 0.8245665362872794
731,272554.5901489258,3393.4815099543753 780.5692634530428 0.8246199420489981
732,195940.64045715332,3397.401682781524 781.7976798959139 0.8229643634357169
733,273943.317276001,3402.9566441218562 783.1959724374178 0.8228041461505606
734,104866.4388885498,3405.0221569148252 783.9945030160311 0.8227278522052481
735,217944.26928710938,3409.4275134577942 785.1675987191561 0.8210951617755606
736,198351.03547668457,3413.5300669612125 785.8283653207186 0.8210570148029044
737,209154.97737121582,3417.692236553498 787.2375602670077 0.8208662799396231
738,209444.54878234863,3421.998716143342 788.0455665536288 0.8207976153888419
739,254452.1736755371,3427.2066849909984 789.1343421883944 0.8205305865802481
740,319265.22132873535,3433.688999236604 790.7235298104647 0.8203093341388419
741,195392.513671875,3437.675669866487 791.613124842203 0.8201262286700919
742,256552.22804260254,3442.9860633357257 792.4511680550936 0.8200423053302481
743,139770.30375671387,3445.792275896761 793.2863960214022 0.8146406940021231
744,208684.22424316406,3450.0633627253746 794.1787757821444 0.8138396075763419
745,237514.96057128906,3454.974250579379 794.9771690316561 0.8134657672443106
746,207267.05194091797,3459.1924199275236 795.9679145760897 0.8099409869708731
747,216711.16500854492,3463.4665890315277 797.5956458993319 0.8089262774982169
748,322819.9308166504,3470.0390903498874 799.1267585702303 0.8088270953693106
749,148207.01538085938,3472.8204539729345 800.8566856332186 0.8088118365802481
750,177644.54425048828,3476.3997835993996 801.8613471932772 0.8086211017169669
751,158364.54528808594,3479.6420236872905 802.5346717782381 0.8081557086505606
752,159214.16831970215,3482.8418824885603 803.4697837777499 0.8081785968341544
753,157124.10023498535,3485.9917153498886 804.4300880380038 0.8081328204669669
754,168668.18798828125,3489.2300644465686 806.0819358773592 0.8072783282794669
755,159872.55947875977,3492.3369819636587 807.4831733651522 0.8072325519122794
756,195866.7393798828,3496.3735412043816 808.2002372689608 0.8070952228107169
757,190278.82357788086,3500.2012762873896 809.30514907316 0.8070570758380606
758,253658.8593597412,3505.260502459265 810.9646415658358 0.8070036700763419
759,277847.5907897949,3511.031352776648 811.7891044564608 0.7966048053302481
760,252742.02786254883,3516.3305997004763 812.3188819833163 0.7949415973224356
761,337554.6896057129,3523.348428777625 813.2870445199374 0.7948118976154044
762,276223.9090270996,3529.086678692176 814.1027107186678 0.7948347857989981
763,314217.01930236816,3535.632301653602 814.9484748788241 0.8806654742755606
764,114939.44897460938,3537.8873896418836 815.8634910531405 0.8807265094318106
765,188589.81942749023,3541.7627016291885 816.60202407316 0.8807341388263419
766,255674.64901733398,3547.0234124812396 817.5758323617342 0.8804594806232169
767,130289.09794616699,3549.4971818049703 818.9730110116366 0.8744322589435294
768,166602.82231140137,3552.8285103328026 820.0275382943514 0.8743254474200919
769,176323.01542663574,3556.2721511775294 821.4997749276522 0.8741270831622794
770,125055.56436157227,3558.7664893489164 822.3180274911288 0.8738371661700919
771,146220.67738342285,3561.7566084651276 822.955669397867 0.8709074786700919
772,210498.01541137695,3566.1547399714755 823.4652519173983 0.8703123858966544
773,147422.44381713867,3568.975562823038 824.9505958505038 0.8700377276935294
774,241507.22523498535,3573.84873095048 826.2877922006014 0.8697020343341544
775,172448.48030090332,3577.311994597941 827.3148078866366 0.8696409991779044
776,154165.31718444824,3580.3904392146405 828.3067054696444 0.8695952228107169
777,159394.24765014648,3583.6052516291916 829.195888514078 0.8696409991779044
778,183922.01864624023,3587.2485460994067 830.5106162972811 0.8696562579669669
779,253725.38542175293,3592.51914464677 831.2577094979647 1.0759932330646231
780,229441.98764038086,3597.260461577923 832.0439643807772 1.0759169391193106
781,252183.79418945312,3602.0560235041926 834.7159385629061 1.0759398273029044
782,309833.8837738037,3608.2442779963803 836.7063636727694 1.0757948688068106
783,113075.52772521973,3610.459731280072 837.6193199105624 1.0748259357013419
784,259806.95204162598,3615.8537047664004 838.3987541146639 1.0738570025958731
785,310407.6540374756,3622.2420706477483 839.5755348153475 1.0737730792560294
786,157292.41047668457,3625.433773626264 840.3696937508944 1.0731245807208731
787,338450.03384399414,3632.3859975398386 841.7096595712069 1.0728346637286856
788,231655.0535583496,3637.1679638850537 842.5246238656405 1.0726134112872794
789,262611.95109558105,3642.5559101497024 843.5926933236483 1.0726210406818106
790,174730.8373413086,3645.79795950273 845.795139307535 1.0725523761310294
791,152470.0397491455,3648.933410955367 846.3818778939608 1.0719878009357169
792,273222.85163879395,3654.5693888362266 847.3621025033358 1.0733305743732169
793,209629.82823181152,3658.809668169723 848.4783973641756 1.0733916095294669
794,137991.01782226562,3661.558126214157 849.3997840829256 1.0727278522052481
795,324844.1372375488,3668.400738616501 849.9478950448397 1.0725752643146231
796,195464.7002105713,3672.431713140427 850.6531028695467 1.0725905231036856
797,186878.01039123535,3676.1917831233372 851.7347907967928 1.0726591876544669
798,181756.59231567383,3679.8687537410133 852.7018318124178 1.0726820758380606
799,228815.2631225586,3684.6153044368143 853.4055824227694 1.0727202228107169
800,204248.73007202148,3688.787933929002 854.3147773690584 1.0726210406818106
801,255724.59754943848,3694.0625989436508 855.2327766366366 1.0725218585529044
802,148745.15618896484,3697.078726665819 855.9928703256014 1.0488631061114981
803,185438.24882507324,3700.8864879939442 856.7342109628084 1.0487334064044669
804,147838.30744934082,3703.8262607356437 857.7422828622225 1.0450636676349356
805,214256.96365356445,3708.133304900683 859.0000953622225 1.0446287921466544
806,52776.34080505371,3706.738742315234 860.1396827645663 1.0444609454669669
807,261019.23406982422,3712.1353326838866 861.0236625619295 1.0370375445880606
808,310769.97563171387,3718.380754229297 862.855670923746 1.0369536212482169
809,229405.75839233398,3723.20588768877 863.2740058846834 1.0353056720294669
810,206069.28364562988,3727.3385010066413 864.5258216805819 1.0352217486896231
811,362347.67294311523,3734.593489812794 866.7810859628084 1.0351454547443106
812,240121.54780578613,3739.540022198048 867.6717491097811 1.0323683551349356
813,140324.0113067627,3742.337010821095 868.5992622323397 1.0319411090411856
814,314131.44509887695,3748.8029752742204 869.7882194466952 1.0319716266193106
815,153698.60037231445,3751.9321401057637 870.5170097298983 1.0319105914630606
816,250681.65254211426,3757.124842534963 871.3241615243319 1.0285994342364981
817,203720.3539428711,3761.1263065608423 872.9276847787264 1.0285612872638419
818,260868.4616394043,3766.3825389583035 874.4057960458163 1.0868651202716544
819,334454.17039489746,3773.3852236873076 875.1573905892733 1.0867125323810294
820,247540.2098236084,3778.482390838187 876.0853538461092 1.0867354205646231
821,356067.9298248291,3785.847151372855 877.278766626871 1.0863768390216544
822,226943.8508605957,3790.5834405330115 877.852397913492 1.0860640338458731
823,203334.86193847656,3794.6962555720743 878.9378623910311 1.0859495929279044
824,162410.37043762207,3798.044712090629 879.5267372079256 1.0858732989825919
825,132840.9538269043,3800.747988860649 880.1658973641756 1.0857130816974356
826,255723.8797302246,3805.9762213801805 881.2855262704256 1.0856138995685294
827,280364.8903198242,3811.8043303035206 882.0989875741366 1.0855681232013419
828,250295.8553314209,3817.0133062312552 882.797939295328 1.0854994586505606
829,214776.056640625,3821.34337590899 884.0056419320467 1.0855604938068106
830,220133.35876464844,3825.8842839045956 884.7954292245272 1.0853239825763419
831,226074.81367492676,3830.434766790338 886.0988120980624 1.0852476886310294
832,226896.99688720703,3835.0737125056703 887.0935325570467 1.0847441485919669
833,328671.62969970703,3841.8629344050846 888.2332496590975 1.0847441485919669
834,291465.50036621094,3847.870875786921 889.2980918832186 1.0846907428302481
835,310963.510055542,3854.2593942561593 890.5284461923006 1.0845000079669669
836,164525.16175842285,3857.504960760066 891.764980310953 1.0799376300372794
837,235011.20416259766,3862.1456383479567 893.5097846932772 1.0795866778888419
838,164191.44778442383,3865.456245440242 894.4318656869295 1.0793196490802481
839,247192.31243896484,3870.5578223811603 895.3102226205233 1.0792204669513419
840,192573.26417541504,3874.478628448055 896.2243537850741 1.0791823199786856
841,168963.8878479004,3877.9438681087 896.919536585367 1.0791518024005606
842,211852.35484313965,3882.269405926083 897.8744087167147 1.0789229205646231
843,202846.18891906738,3886.3434407527434 899.0831260629061 1.0789534381427481
844,241151.85609436035,3891.3010433894624 900.0221824593905 0.9454314044513419
845,239707.92962646484,3896.1397113948337 901.3449592538241 0.9410445025958731
846,239882.01808166504,3900.8794490413184 903.1143302865389 0.9409834674396231
847,266416.9455871582,3906.3034747127053 904.3833579964999 0.9407545856036856
848,223107.46244812012,3910.9339441707134 905.0624198861483 0.9407011798419669
849,242487.10089111328,3915.825117669249 906.4161949105624 0.9407316974200919
850,128692.04232788086,3918.449239471007 907.0112800546053 0.9405028155841544
851,244217.1413269043,3923.412083501769 908.2140006966952 0.9396788409747794
852,303774.2551574707,3929.7801094172964 908.8641395516756 0.9397017291583731
853,202686.56538391113,3933.8736297175897 909.9732170052889 0.9396864703693106
854,262977.92779541016,3939.2444708796993 911.1543083138827 0.9393889239825919
855,327726.1076660156,3945.959496917297 912.529026026285 0.9394347003497794
856,293240.91578674316,3952.086502630188 913.243999475992 0.9393126300372794
857,253604.71347045898,3957.2620160335086 914.3981056161288 0.9393507770099356
858,396755.85874938965,3965.530501238587 915.460048670328 0.9384352496661856
859,224255.03912353516,3970.092237481263 916.5439262338045 0.9362913898029044
860,344630.2537841797,3977.276562835267 917.4572029061678 0.9362608722247794
861,128619.22326660156,3979.844425481752 918.2904090829256 0.9360701373614981
862,160147.2308959961,3983.0487093318498 919.2986640878084 0.9357344440021231
863,216721.28019714355,3987.4902826106586 920.2051277108553 0.9344832232989981
864,143446.89094543457,3990.362100335268 921.0979423470858 0.9345595172443106
865,175375.95274353027,3993.8534554133935 922.2776527352694 0.9336287311114981
866,321887.3432159424,4000.4981689509914 923.4159126229647 0.9331404498614981
867,263433.0048828125,4005.861655376773 924.671230310953 0.9320418170489981
868,142679.11154174805,4008.746000567203 925.4399757333163 0.9229857257404044
869,235365.9688720703,4013.4510549861484 926.9383506722811 0.9226958087482169
870,231482.31687927246,4018.1738401179846 927.9991187997225 0.9225889972247794
871,158136.58625793457,4021.391460149723 928.7613716073397 0.9226347735919669
872,169290.38694763184,4024.6736477473796 930.2840156503084 0.9223830035724356
873,242592.52590942383,4029.654390337712 931.2593193002108 0.9222380450763419
874,181296.33473205566,4033.3166362239426 932.248867029703 0.9220396808185294
875,304329.03549194336,4039.574981963689 933.4289817757967 0.9210707477130606
876,154717.134765625,4042.6019968318533 934.7005500741366 0.9209105304279044
877,227159.9851989746,4047.2576432918145 935.6497306771639 0.9202696612872794
878,252835.02716064453,4052.316716875799 937.2397346444491 0.9202391437091544
879,275243.10290527344,4058.0199478694517 938.1197013802889 0.9197432330646231
880,293135.3827056885,4063.8738899226746 940.0137443490389 0.9186827472247794
881,145918.48867797852,4066.757510320624 941.0886955209139 0.9185911944904044
882,167191.77145385742,4070.023737224921 942.48386001066 0.9180037311114981
883,216303.48100280762,4074.4574217097847 943.385585779703 0.9178053668536856
884,179447.75187683105,4078.117676324043 944.2115974374178 0.9177367023029044
885,138499.1226348877,4080.906783782539 945.004352564371 0.9177901080646231
886,359194.137008667,4088.3125599422074 946.3149833627108 0.9119383624591544
887,160744.7057952881,4091.550764080391 947.232036585367 0.9042326739825919
888,264496.6816101074,4096.771191729317 949.2091789193514 0.9042860797443106
889,111382.95904541016,4098.888828545723 950.3910407967928 0.9041945270099356
890,163146.1873779297,4102.191539214668 951.2522239632967 0.9039122394122794
891,215446.2858734131,4106.610796514473 952.1369590707186 0.9037596515216544
892,205665.9988861084,4110.853074749336 952.8790702767733 0.9036299518146231
893,127673.5092010498,4113.425362444648 953.6056556649569 0.9036299518146231
894,307170.7985229492,4119.84368895832 954.3561363168124 0.9035689166583731
895,224040.2091369629,4124.451789031562 955.2219657845858 0.9035002521075919
896,331103.24699401855,4131.161367681464 956.9385108895663 0.9034697345294669
897,252795.42570495605,4136.2630972102725 958.3395957894686 0.9028975299396231
898,203270.24452209473,4140.313313067206 959.6935005135897 0.9028059772052481
899,189640.2218017578,4144.0905262996275 960.9617042489413 0.9026457599200919
900,214333.28327941895,4148.496279571112 961.8022804208163 0.9018294147052481
901,261874.15295410156,4153.935022344549 962.5836830087069 0.9004408649005606
902,282591.6707611084,4159.666611797674 964.0290718026522 0.9003950885333731
903,304876.01667785645,4165.9450457332205 965.1738471932772 0.9003950885333731
904,203141.2734527588,4170.121581475408 965.9659385629061 0.8996779254474356
905,253510.66064453125,4175.325178679997 966.993251795328 0.8991362384357169
906,205037.24868774414,4179.458463384587 968.150119776285 0.8982893756427481
907,290798.20178222656,4185.455036968571 969.208354944742 0.8875624469318106
908,179197.24421691895,4188.974201189762 970.6243781991366 0.8868376544513419
909,191487.33638000488,4192.913966302067 971.3583641000155 0.8855635455646231
910,213884.03010559082,4197.363779326969 971.9659614510897 0.8855406573810294
911,393043.8442993164,4205.525849737125 973.1475562997225 0.8853575519122794
912,456388.7362976074,4214.993866497379 974.5603141732577 0.8854109576739981
913,33362.38807678223,4214.010780047183 975.7216148324374 0.8850218585529044
914,190262.26078796387,4217.917433587222 976.4857215829256 0.8849608233966544
915,162647.04747009277,4221.1986141048 977.3948097176913 0.8849303058185294
916,174607.29637145996,4224.575116277651 979.0026664681795 1.3481184772052481
917,217138.1810913086,4228.9596140559715 980.1971626229647 1.3481413653888419
918,307801.5252227783,4235.340197954897 981.1708106942538 1.3481032184161856
919,228475.03520202637,4240.06230407062 981.9562263436678 1.3444411090411856
920,246818.0027923584,4245.181436248354 982.7260093636874 1.3435408404864981
921,233637.98336791992,4250.031464422182 983.4360542245272 1.3430754474200919
922,213415.78483581543,4254.474388103822 984.0303153939608 1.3429457477130606
923,156284.07608032227,4257.668021319154 984.7251930184725 1.3420988849200919
924,168046.94430541992,4260.8592665339975 986.5288047738436 1.3329130939044669
925,313616.4296569824,4267.241414458802 988.039882654703 1.3309981158771231
926,290905.11978149414,4273.384419012024 988.4689292855624 1.4480101398029044
927,298643.3069152832,4279.678264324524 988.9673042245272 1.4476591876544669
928,194814.9511566162,4283.408770403626 990.9240074105624 1.4474531940021231
929,255524.06494140625,4288.690355279114 991.7996177621249 1.4430662921466544
930,219542.56396484375,4293.249207610656 992.4612922616366 1.4428679278888419
931,280139.3829498291,4299.040268194152 993.419765467203 1.2063566974200919
932,204666.17852783203,4303.253074077941 994.1973838754061 1.2063566974200919
933,139285.03771972656,4306.084387346984 994.8823738046053 1.2060057452716544
934,352734.10987854004,4313.247647942687 996.6472740121249 1.2056624225177481
935,189658.13749694824,4317.16789706378 997.2971534676913 1.2050597003497794
936,253450.13662719727,4322.447734807921 997.9868583627108 1.2049910357989981
937,73565.47761535645,4320.6019011653425 999.150104517496 1.2033583453693106
938,109358.87187194824,4322.748384722471 1000.0209770150545 1.2027556232013419
939,234564.78881835938,4327.614411736631 1000.74802016691 1.2026106647052481
940,199569.562210083,4331.746262115049 1001.4025917001131 1.2010161212482169
941,137920.387008667,4334.297843633603 1003.1766090340975 1.2009932330646231
942,240792.26936340332,4339.286688640927 1003.9526405282381 1.2003371051349356
943,223421.89820861816,4343.933744402646 1004.5930290170077 1.2003599933185294
944,143790.66108703613,4346.869015801572 1005.2455100961092 1.2004057696857169
945,279182.9425201416,4352.637111907528 1006.2156104989413 1.2003905108966544
946,210802.44317626953,4356.926333806942 1007.2327232308749 1.2000471881427481
947,322028.15228271484,4363.578783550594 1008.3551139779452 1.1953398517169669
948,247892.1328277588,4368.6931320979575 1009.2474250741366 1.1953017047443106
949,283132.42596435547,4374.553292107723 1010.1839103646639 1.1947142413654044
950,187835.3939666748,4378.3008193660235 1011.4164924569491 1.1945616534747794
951,312914.33435058594,4384.6206046199295 1013.1344032235506 1.1945158771075919
952,233250.83547973633,4389.47807908282 1013.7768058724764 1.1945158771075919
953,217902.39556884766,4393.985005755183 1014.5116157479647 1.1943632892169669
954,133453.73471069336,4396.6019025203195 1015.5850791879061 1.1942641070880606
955,162435.1656036377,4399.925380401179 1016.2907142587069 1.1941572955646231
956,173854.46049499512,4403.527491399714 1016.8514823861483 1.1939131549396231
957,193461.59661865234,4407.461511577936 1017.7974967904452 1.1938444903888419
958,202154.43098449707,4411.568314654108 1018.8022422738436 1.1938292315997794
959,225302.98345947266,4416.035408257623 1020.4015159554842 1.1936384967364981
960,14610.823516845703,4415.370849029107 1021.925884241617 1.1935927203693106
961,101276.50108337402,4417.306662115045 1022.9609565682772 1.1934019855060294
962,240462.71252441406,4422.318669964166 1023.6044349618319 1.1932570270099356
963,116484.76396179199,4424.6185196101615 1024.4741554208163 1.1932036212482169
964,170618.58149719238,4428.140064202446 1025.081386560953 1.1930968097247794
965,336547.53631591797,4435.0822936091845 1026.2992134042147 1.1930510333575919
966,199586.40391540527,4439.181741949028 1027.0964546151522 1.1930739215411856
967,213986.3360595703,4443.551415813774 1028.0639991708163 1.1930052569904044
968,230895.30451965332,4448.20665028643 1029.3677101083163 1.1921660235919669
969,283777.4882507324,4453.8612744075235 1031.2586784310702 1.1921812823810294
970,257897.87268066406,4459.207854095023 1032.076519007242 1.1915861896075919
971,128773.60325622559,4461.7635097102575 1032.979610437906 1.1904494098224356
972,235937.3282470703,4466.605465984671 1033.9425773568514 1.1899000934161856
973,164219.10655212402,4469.821300738089 1035.2818183846834 1.1899992755450919
974,225941.78875732422,4474.379878411429 1036.544017786539 1.1897932818927481
975,294992.0516052246,4480.461832549612 1037.6229820199374 1.1892973712482169
976,297580.6245880127,4486.697236700003 1038.2800102181795 1.1892592242755606
977,364037.96783447266,4494.295533001272 1039.2099952645663 1.1889616778888419
978,435954.4426422119,4503.098457293264 1041.6140479989413 1.1866728595294669
979,214730.72146606445,4507.434302422658 1042.7981300301913 1.1864821246661856
980,193153.76943969727,4511.376165618459 1043.681743616617 1.1854216388263419
981,240956.79385375977,4516.287137395802 1044.8128852792147 1.1853453448810294
982,38132.31575012207,4515.1213574641615 1046.321895594156 1.1852919391193106
983,154358.43612670898,4518.145381609669 1047.5778770394686 1.1842924884357169
984,335335.70095825195,4525.142748650685 1048.442111963785 1.1742674640216544
985,203352.41035461426,4529.298250152149 1049.3486366219881 1.1742598346271231
986,159577.68600463867,4532.494050115528 1050.3436012215975 1.1740690997638419
987,167153.46937561035,4535.774543987598 1051.676601404703 1.1700560382404044
988,221503.07066345215,4540.323935869922 1052.5662193246249 1.1694151690997794
989,176389.12045288086,4543.953955193652 1053.2407035775545 1.1692930987872794
990,248866.38597106934,4549.140332854785 1053.9119224496249 1.1692244342364981
991,264546.85136413574,4554.538456731738 1055.127513880289 1.1691786578693106
992,199830.91513061523,4558.59251017412 1056.146831507242 1.1691862872638419
993,233148.36376953125,4563.306727495898 1057.4051933236483 1.1691405108966544
994,222382.1788635254,4567.861246331347 1058.351665491617 1.1637312701739981
995,184727.53665161133,4571.650590301073 1059.1138267464999 1.1623350909747794
996,148997.31503295898,4574.676697271288 1059.8575706429842 1.1620756915607169
997,340853.21742248535,4581.828155193651 1060.5697135873202 1.1613051227130606
998,240342.012008667,4586.727080157029 1061.6980781503084 1.1613203815021231
999,192728.92613220215,4590.54092974199 1063.0975608773592 1.1603209308185294
